"","id","gap_size","gap_proprotion","e_ndvi","e_elev","e_prec","e_area","e_edge","e_earatio","d_ndvi","d_elev","d_prec","d_area","d_edge","d_earatio","gap_size_km","e_ndvi_r","e_elev_km","e_prec_m","e_area_km","e_edge_km","e_earatio_km","d_ndvi_r","d_elev_km","d_prec_m","d_area_km","d_edge_km","d_earatio_km","g_edge","g_edge_km","long","lat","ess_id","ess_id2","ess_id3","X","Y","pop_density","elev","e_area_h","d_area_h","gap_size_h10","pop_density_catch_100","pop_density_catch_100_2","elev_km","d_ndvi_r_10"
"1732",170,1033.782,0.096426918,340.649,2588.583,1453.947,10720.886,416.438,0.038843618,356.159,2588.182,1453.956,9687.104,555.089,0.057301852,0.001033782,340.649,2.588583,1.453947,0.010720886,0.416438,38.84361796,356.159,2.588182,1.453947,0.009687104,0.555089,57.30185203,138.684,0.138684,383829.0904,1206150.151,NA,NA,NA,383838.9856,1206146.392,151.83676,2591,1.0720886,0.9687104,1.033782,6.12787971021193,37.5509097428271,2.591,3.56159
"1733",2476,750.823,0.064967649,336.389,2318.25,1286.152,11556.875,469.49,0.040624304,344.606,2318.25,1286.152,10806.052,608.284,0.056291049,0.000750823,336.389,2.31825,1.286152,0.011556875,0.46949,40.62430372,344.606,2.31825,1.286152,0.010806052,0.608284,56.29104876,138.832,0.138832,399722.0437,1247566.828,NA,NA,NA,399720.8425,1247564.795,53.29209,2321,1.1556875,1.0806052,0.750823,2.15078033162581,4.62585603490842,2.321,3.44606
"1734",1575,1329.232,0.061733026,414.932,2824.6,1421.506,21531.943,627.906,0.029161604,421.288,2824.542,1421.486,20202.711,766.712,0.037950946,0.001329232,414.932,2.8246,1.421506,0.021531943,0.627906,29.16160423,421.288,2.824542,1.421506,0.020202711,0.766712,37.95094629,138.848,0.138848,411088.2213,1209749.115,NA,NA,NA,411092.8904,1209751.399,114.43945,2826,2.1531943,2.0202711,1.329232,4.61858632720306,21.3313396618271,2.826,4.21288
"1735",1998,978.68,0.038925036,261.497,2317.963,1383.399,25142.687,679.976,0.027044683,265.206,2317.963,1383.399,24164.007,818.846,0.033887012,0.00097868,261.497,2.317963,1.383399,0.025142687,0.679976,27.04468301,265.206,2.317963,1.383399,0.024164007,0.818846,33.8870122,138.892,0.138892,359963.3553,1107872.358,22,NA,NA,359954.2791,1107868.121,150.08339,2330,2.5142687,2.4164007,0.97868,6.05711660615535,36.6886615805629,2.33,2.65206
"1736",122,1224.281,0.025446434,338,2449.196,1241.301,48112.086,1209.741,0.025144223,342.395,2449.143,1241.301,46887.805,1348.595,0.02876217,0.001224281,338,2.449196,1.241301,0.048112086,1.209741,25.1442226,342.395,2.449143,1.241301,0.046887805,1.348595,28.76216961,138.894,0.138894,405523.6295,1122197.61,NA,NA,NA,405554.1462,1122227.423,167.57495,2455,4.8112086,4.6887805,1.224281,6.76304694623871,45.7388039970287,2.455,3.42395
"1739",61,931.823,0.03732622,379.512,2421.958,1494.264,24964.301,882.2,0.035338462,380.94,2421.913,1494.264,24032.478,1021.162,0.042490916,0.000931823,379.512,2.421958,1.494264,0.024964301,0.8822,35.33846191,380.94,2.421913,1.494264,0.024032478,1.021162,42.49091583,138.983,0.138983,358471.0467,1145177.313,NA,NA,NA,358490.1552,1145178.357,1396.84814,2441,2.4964301,2.4032478,0.931823,56.3744733182747,3178.08124191287,2.441,3.8094
"1740",2719,1183.241,0.0532638,369.048,2652.261,1578.694,22214.731,978.198,0.044033754,376.117,2652.091,1578.694,21031.49,1117.18,0.053119394,0.001183241,369.048,2.652261,1.578694,0.022214731,0.978198,44.033754,376.117,2.652091,1.578694,0.02103149,1.11718,53.11939382,139.014,0.139014,382748.7208,1203269.834,NA,NA,NA,382766.5032,1203271.038,115.61358,2658,2.2214731,2.103149,1.183241,4.66597226591877,21.7712971863231,2.658,3.76117
"1741",2855,961.956,0.046506699,267.524,1836.773,1618.588,20684.246,544.448,0.026321868,268.871,1836.773,1618.588,19722.29,683.574,0.034659971,0.000961956,267.524,1.836773,1.618588,0.020684246,0.544448,26.32186834,268.871,1.836773,1.618588,0.01972229,0.683574,34.65997103,139.122,0.139122,314301.8683,1283364.9,9,NA,NA,314316.9627,1283369.033,119.24728,1832,2.0684246,1.972229,0.961956,4.81262236898338,23.1613340664392,1.832,2.68871
"1742",190,1028.783,0.031826896,419.117,2473.344,1503.964,32324.327,875.091,0.027072211,425.667,2472.833,1503.964,31295.544,1014.332,0.032411387,0.001028783,419.117,2.473344,1.503964,0.032324327,0.875091,27.07221097,425.667,2.472833,1.503964,0.031295544,1.014332,32.41138738,139.257,0.139257,348678.0916,1158905.926,NA,NA,NA,348679.4229,1158904.363,130.30721,2497,3.2324327,3.1295544,1.028783,5.25898279345085,27.6569000218121,2.497,4.25667
"1743",2660,742.299,0.053251205,232.663,2093.786,1068.517,13939.572,516.773,0.037072372,236.148,2093.786,1068.517,13197.273,656.009,0.049707921,0.000742299,232.663,2.093786,1.068517,0.013939572,0.516773,37.07237209,236.148,2.093786,1.068517,0.013197273,0.656009,49.70792072,139.287,0.139287,443802.9134,1329655.637,NA,NA,NA,443813.1904,1329657.616,31.9966,2109,1.3939572,1.3197273,0.742299,1.29132968811879,1.66753236341696,2.109,2.36148
"1744",1970,797.645,0.058702047,449.467,2307.533,1477.104,13588.027,452.153,0.033275839,464.983,2307.429,1477.104,12790.382,591.465,0.04624295,0.000797645,449.467,2.307533,1.477104,0.013588027,0.452153,33.27583909,464.983,2.307429,1.477104,0.012790382,0.591465,46.24295037,139.328,0.139328,346706.2076,1174131.391,NA,NA,NA,346705.5285,1174132.933,79.5967,2299,1.3588027,1.2790382,0.797645,3.2123907473383,10.3194543135847,2.299,4.64983
"1745",1368,673.801,0.064184269,252,1876.909,1310.581,10497.915,726.763,0.069229271,259.73,1877.2,1310.581,9824.114,866.124,0.088163065,0.000673801,252,1.876909,1.310581,0.010497915,0.726763,69.22927076,259.73,1.8772,1.310581,0.009824114,0.866124,88.16306488,139.387,0.139387,368870.8278,1248930.591,NA,NA,NA,368857.2604,1248908.321,131.15645,1877,1.0497915,0.9824114,0.673801,5.29325671081513,28.0185666065894,1.877,2.5973
"1746",2223,708.452,0.079713099,313.395,2204,1196.954,8887.523,433.234,0.048746315,322.219,2203.286,1196.697,8179.071,572.599,0.070007829,0.000708452,313.395,2.204,1.196954,0.008887523,0.433234,48.74631548,322.219,2.203286,1.196954,0.008179071,0.572599,70.00782852,139.388,0.139388,361444.1906,1344479.728,NA,NA,NA,361438.4529,1344479.947,295.61108,2208,0.8887523,0.8179071,0.708452,11.9303727190032,142.333793214336,2.208,3.22219
"1748",552,697.25,0.024816443,370.716,2018.333,1781.227,28096.291,898.521,0.031980057,372.949,2018.094,1781.227,27399.041,1038.038,0.037885925,0.00069725,370.716,2.018333,1.781227,0.028096291,0.898521,31.98005744,372.949,2.018094,1.781227,0.027399041,1.038038,37.88592455,139.486,0.139486,276059.1084,1252662.948,28,NA,NA,276061.0315,1252657.681,184.89932,2024,2.8096291,2.7399041,0.69725,7.46222977531912,55.6848732196593,2.024,3.72949
"1749",313,846.318,0.059647943,300.773,1997.867,1527.819,14188.553,947.259,0.066762199,307,1997.357,1527.819,13342.235,1086.745,0.081451496,0.000846318,300.773,1.997867,1.527819,0.014188553,0.947259,66.76219908,307,1.997357,1.527819,0.013342235,1.086745,81.45149595,139.492,0.139492,329351.1136,1190777.494,NA,NA,NA,329352.2138,1190776.832,74.2748,1995,1.4188553,1.3342235,0.846318,2.99760769328883,8.98565188286437,1.995,3.07
"1750",2026,1134.313,0.033017644,412.879,2346.639,1511.548,34354.753,693.231,0.020178605,421.77,2346.571,1511.731,33220.44,832.735,0.025066947,0.001134313,412.879,2.346639,1.511548,0.034354753,0.693231,20.17860527,421.77,2.346571,1.511548,0.03322044,0.832735,25.06694674,139.516,0.139516,340103.1336,1159932.235,NA,NA,NA,340097.8054,1159938.37,301.45697,2353,3.4354753,3.322044,1.134313,12.1663031400628,148.018932095903,2.353,4.2177
"1752",759,769.869,0.094549277,274.557,2432,1172.811,8142.516,483.681,0.05940191,279.307,2431.75,1172.811,7372.647,623.201,0.084528799,0.000769869,274.557,2.432,1.172811,0.008142516,0.483681,59.40190968,279.307,2.43175,1.172811,0.007372647,0.623201,84.52879949,139.567,0.139567,428041.9386,1137530.631,NA,NA,NA,428040.2865,1137531.483,105.88645,2428,0.8142516,0.7372647,0.769869,4.2734014381061,18.2619598512073,2.428,2.79307
"1753",3124,964.975,0.081024863,423.311,2377.231,1946.601,11909.616,454.712,0.03818024,438.235,2376.917,1946.601,10944.641,594.31,0.054301461,0.000964975,423.311,2.377231,1.946601,0.011909616,0.454712,38.18024024,438.235,2.376917,1.946601,0.010944641,0.59431,54.30146133,139.58,0.13958,291893.1636,1220995.338,13,NA,NA,291890.3189,1220999.473,116.71951,2361,1.1909616,1.0944641,0.964975,4.71060576579004,22.1898066806944,2.361,4.38235
"1755",994,853.654,0.072491627,305.345,3182.429,1220.667,11775.898,411.391,0.034935,315.476,3181.5,1220.667,10922.244,550.952,0.050443114,0.000853654,305.345,3.182429,1.220667,0.011775898,0.411391,34.93500029,315.476,3.1815,1.220667,0.010922244,0.550952,50.44311407,139.609,0.139609,432310.6237,1296101.618,NA,NA,NA,432308.9238,1296101.432,522.98505,3198,1.1775898,1.0922244,0.853654,21.1068088955479,445.497381753181,3.198,3.15476
"1756",2449,884.12,0.05272655,402.684,2235.882,1315.022,16768.023,498.153,0.029708511,413.771,2236.067,1315.022,15883.903,637.781,0.040152663,0.00088412,402.684,2.235882,1.315022,0.016768023,0.498153,29.70851125,413.771,2.236067,1.315022,0.015883903,0.637781,40.15266273,139.647,0.139647,356143.9363,1228754.736,NA,NA,NA,356143.9054,1228753.57,297.44,2242,1.6768023,1.5883903,0.88412,12.0041848957093,144.100455010375,2.242,4.13771
"1757",2836,1450.09,0.057687574,413.719,2363.138,1765.59,25136.956,651.68,0.025925176,422.604,2362.75,1765.59,23686.866,791.417,0.033411638,0.00145009,413.719,2.363138,1.76559,0.025136956,0.65168,25.92517567,422.604,2.36275,1.76559,0.023686866,0.791417,33.41163833,139.732,0.139732,312344.1692,1227735.16,NA,NA,NA,312349.3855,1227738.099,127.70213,2368,2.5136956,2.3686866,1.45009,5.15384608692814,26.5621294877445,2.368,4.22604
"1758",2961,951.069,0.03849986,322.691,2063.962,1626.292,24703.181,766.062,0.031010662,327.346,2063.8,1626.292,23752.112,905.819,0.038136356,0.000951069,322.691,2.063962,1.626292,0.024703181,0.766062,31.01066215,327.346,2.0638,1.626292,0.023752112,0.905819,38.13635604,139.757,0.139757,321597.7837,1214229.856,NA,NA,NA,321591.6403,1214231.62,108.70718,2065,2.4703181,2.3752112,0.951069,4.38724142082824,19.247887284631,2.065,3.27346
"1759",2475,906.074,0.129874817,285.345,2230.875,1250.256,6976.518,332.674,0.047684819,302.746,2231,1250.256,6070.444,472.405,0.077820502,0.000906074,285.345,2.230875,1.250256,0.006976518,0.332674,47.68481928,302.746,2.231,1.250256,0.006070444,0.472405,77.82050209,139.765,0.139765,387680.7515,1247178.313,NA,NA,NA,387680.6043,1247177.848,169.49321,2235,0.6976518,0.6070444,0.906074,6.84046473711432,46.7919578197045,2.235,3.02746
"1760",2721,1051.245,0.0534541,352.623,2672.773,1450.584,19666.312,745.57,0.037911023,359.138,2672.619,1450.584,18615.067,868.663,0.046664511,0.001051245,352.623,2.672773,1.450584,0.019666312,0.74557,37.91102267,359.138,2.672619,1.450584,0.018615067,0.868663,46.66451107,139.879,0.139879,407378.2681,1204648.814,NA,NA,NA,407395.6624,1204671.385,149.8894,2688,1.9666312,1.8615067,1.051245,6.04928749161824,36.5938791562489,2.688,3.59138
"1762",3178,778.762,0.0472651,318.127,2606.889,1330.492,16476.47,690.675,0.04191887,328.663,2606.647,1330.492,15697.708,830.578,0.052910782,0.000778762,318.127,2.606889,1.330492,0.01647647,0.690675,41.91886976,328.663,2.606647,1.330492,0.015697708,0.830578,52.91078162,139.947,0.139947,415551.4577,1263638.876,12,NA,NA,415557.5305,1263625.748,168.62189,2622,1.647647,1.5697708,0.778762,6.80529970758457,46.3121041100506,2.622,3.28663
"1763",1895,974.17,0.034859982,386.171,2876.179,1613.183,27945.224,667.834,0.023897966,390.692,2876.148,1613.183,26971.054,807.973,0.029957042,0.00097417,386.171,2.876179,1.613183,0.027945224,0.667834,23.89796553,390.692,2.876148,1.613183,0.026971054,0.807973,29.95704209,140.161,0.140161,359228.7317,1183441.847,NA,NA,NA,359232.0657,1183445.135,64.42133,2887,2.7945224,2.6971054,0.97417,2.59993799269602,6.75967756586421,2.887,3.90692
"1764",214,862.546,0.044577325,460.329,2304.85,1507.055,19349.434,584.782,0.030222176,470.27,2304.85,1507.055,18486.888,724.996,0.039216768,0.000862546,460.329,2.30485,1.507055,0.019349434,0.584782,30.22217601,470.27,2.30485,1.507055,0.018486888,0.724996,39.21676812,140.229,0.140229,346284.0341,1148084.302,31,NA,NA,346288.8965,1148083.733,284.64532,2312,1.9349434,1.8486888,0.862546,11.4878128394915,131.969843835185,2.312,4.7027
"1765",11,1038.154,0.124201424,336.461,1734.222,1602.55,8358.632,642.814,0.076904211,353.71,1733,1602.55,7320.478,750.61,0.102535654,0.001038154,336.461,1.734222,1.60255,0.008358632,0.642814,76.90421112,353.71,1.733,1.60255,0.007320478,0.75061,102.5356541,140.264,0.140264,331912.5139,1273594.635,NA,NA,NA,331930.804,1273591.066,110.52466,1733,0.8358632,0.7320478,1.038154,4.46059189811527,19.8968800815316,1.733,3.5371
"1766",153,994.688,0.050892973,299.694,2732,1433.048,19544.702,740.052,0.037864583,299.756,2732,1433.048,18550.014,880.39,0.047460342,0.000994688,299.694,2.732,1.433048,0.019544702,0.740052,37.86458346,299.756,2.732,1.433048,0.018550014,0.88039,47.46034154,140.377,0.140377,398294.8956,1189239.979,NA,NA,NA,398309.4973,1189256.326,392.30704,2752,1.9544702,1.8550014,0.994688,15.8328612293183,250.679494706849,2.752,2.99756
"1767",2760,906.58,0.036732884,323.492,2149,1432.826,24680.338,631.103,0.025571084,328.845,2148.92,1432.826,23773.758,771.525,0.032452799,0.00090658,323.492,2.149,1.432826,0.024680338,0.631103,25.57108416,328.845,2.14892,1.432826,0.023773758,0.771525,32.45279943,140.424,0.140424,323821.809,1147634.512,NA,NA,NA,323821.0719,1147638.014,84.07246,2158,2.4680338,2.3773758,0.90658,3.39302499488006,11.5126186158808,2.158,3.28845
"1768",2543,1239.299,0.093253808,429.839,2362.143,1469.562,13289.527,515.021,0.0387539,442.108,2362.143,1469.562,12050.228,655.424,0.054391004,0.001239299,429.839,2.362143,1.469562,0.013289527,0.515021,38.75389997,442.108,2.362143,1.469562,0.012050228,0.655424,54.39100405,140.436,0.140436,384460.1362,1260633.7,NA,NA,NA,384461.131,1260634.605,366.63495,2378,1.3289527,1.2050228,1.239299,14.7967782713459,218.944647211375,2.378,4.42108
"1769",112,1053.425,0.052834199,287.516,2486.5,1223.36,19938.317,622.896,0.031241152,284.931,2486.286,1223.36,18884.892,763.449,0.040426442,0.001053425,287.516,2.4865,1.22336,0.019938317,0.622896,31.2411524,284.931,2.486286,1.22336,0.018884892,0.763449,40.42644247,140.595,0.140595,409639.5681,1143537.751,NA,NA,NA,409639.3124,1143550.249,193.1179,2488,1.9938317,1.8884892,1.053425,7.79391802807658,60.7451582283772,2.488,2.84931
"1770",1073,1054.885,0.135980231,219.647,2232.143,1219.154,7757.635,464.875,0.059924835,235.817,2232,1219.154,6702.75,605.623,0.090354407,0.001054885,219.647,2.232143,1.219154,0.007757635,0.464875,59.92483534,235.817,2.232,1.219154,0.00670275,0.605623,90.35440677,140.785,0.140785,394475.5385,1341733.016,NA,NA,NA,394463.6928,1341738.972,434.9957,2242,0.7757635,0.670275,1.054885,17.5557047190643,308.202768182977,2.242,2.35817
"1771",822,1406.671,0.083287249,369.202,2313.056,1762.812,16889.392,769.9,0.045584826,377.593,2312.813,1762.812,15482.721,910.769,0.058824867,0.001406671,369.202,2.313056,1.762812,0.016889392,0.7699,45.58482626,377.593,2.312813,1.762812,0.015482721,0.910769,58.82486677,140.857,0.140857,301877.6282,1199564.705,NA,NA,NA,301875.7974,1199564.732,120.93387,2315,1.6889392,1.5482721,1.406671,4.88069034303951,23.8211382246391,2.315,3.77593
"1772",1991,1173.982,0.050643333,357.452,2695.04,1476.484,23181.373,600.957,0.025924133,355.985,2695.042,1476.484,22007.391,741.886,0.033710766,0.001173982,357.452,2.69504,1.476484,0.023181373,0.600957,25.92413314,355.985,2.695042,1.476484,0.022007391,0.741886,33.71076562,140.952,0.140952,361871.9173,1158670.273,NA,NA,NA,361873.3531,1158672.721,386.46823,2700,2.3181373,2.2007391,1.173982,15.5972165453117,243.273163961345,2.7,3.55985
"1773",3131,1067.575,0.062244121,354.807,2294.5,1763.909,17151.419,495.981,0.028917782,365.685,2294.25,1763.909,16083.844,637.029,0.039606763,0.001067575,354.807,2.2945,1.763909,0.017151419,0.495981,28.91778225,365.685,2.29425,1.763909,0.016083844,0.637029,39.60676316,141.032,0.141032,297454.6658,1194258.363,16,NA,NA,297453.6219,1194258.407,344.01917,2292,1.7151419,1.6083844,1.067575,13.8840429140279,192.766647638567,2.292,3.65685
"1775",2647,1014.425,0.048903884,382.03,2189.391,1243.512,20743.24,682.162,0.032885991,393.535,2190.045,1243.512,19728.815,823.189,0.041725213,0.001014425,382.03,2.189391,1.243512,0.02074324,0.682162,32.88599081,393.535,2.190045,1.243512,0.019728815,0.823189,41.72521259,141.062,0.141062,390659.724,1326480.088,NA,NA,NA,390657.2392,1326485.769,137.31763,2188,2.074324,1.9728815,1.014425,5.54191171315424,30.7127854363962,2.188,3.93535
"1776",1506,659.09,0.115885932,354.772,2421.4,1163.661,5687.403,525.415,0.092382235,369.427,2421.25,1163.661,5028.313,666.458,0.132541073,0.00065909,354.772,2.4214,1.163661,0.005687403,0.525415,92.38223491,369.427,2.42125,1.163661,0.005028313,0.666458,132.5410729,141.091,0.141091,426530.4173,1141077.407,NA,NA,NA,426517.9985,1141083.897,265.20654,2417,0.5687403,0.5028313,0.65909,10.7032959309821,114.560543786179,2.417,3.69427
"1777",3071,815.95,0.003215719,315.618,1810.303,1380.776,253738.004,3087.482,0.012167992,315.886,1810.303,1380.776,252922.054,3228.627,0.012765304,0.00081595,315.618,1.810303,1.380776,0.253738004,3.087482,12.16799199,315.886,1.810303,1.380776,0.252922054,3.228627,12.76530437,141.139,0.141139,310453.1086,1318368.506,NA,NA,NA,310496.007,1318326.323,25.22472,1816,25.3738004,25.2922054,0.81595,1.01802784703636,1.0363806973415,1.816,3.15886
"1780",2753,752.567,0.05074505,279.373,2251.875,1346.648,14830.353,458.534,0.030918617,282.113,2251.867,1346.648,14077.786,599.817,0.042607339,0.000752567,279.373,2.251875,1.346648,0.014830353,0.458534,30.9186167,282.113,2.251867,1.346648,0.014077786,0.599817,42.60733897,141.299,0.141299,349398.5971,1129756.179,NA,NA,NA,349397.8077,1129753.051,105.93202,2259,1.4830353,1.4077786,0.752567,4.2752405676976,18.2776819116873,2.259,2.82113
"1781",2140,1115.046,0.045505965,99.141,2759,1198.708,24503.293,596.088,0.024326853,98.904,2758.92,1198.708,23388.247,737.344,0.031526262,0.001115046,99.141,2.759,1.198708,0.024503293,0.596088,24.32685272,98.904,2.75892,1.198708,0.023388247,0.737344,31.52626189,141.305,0.141305,438065.3115,1302668.498,NA,NA,NA,438064.7137,1302664.957,71.03526,2775,2.4503293,2.3388247,1.115046,2.86686523384475,8.21891626902772,2.775,0.98904
"1782",761,1196.581,0.143808925,306.186,1943.625,1493.454,8320.631,430.86,0.05178213,317.262,1943.286,1493.454,7124.05,572.238,0.080324815,0.001196581,306.186,1.943625,1.493454,0.008320631,0.43086,51.78213047,317.262,1.943286,1.493454,0.00712405,0.572238,80.32481524,141.372,0.141372,312842.8704,1185388.872,6,NA,NA,312846.8875,1185384.995,163.5966,1941,0.8320631,0.712405,1.196581,6.60248734100792,43.5928390881698,1.941,3.17262
"1783",346,1223.011,0.070949305,328.455,2435,1615.301,17237.815,768.24,0.044567133,336.72,2435,1615.301,16014.804,909.644,0.056800196,0.001223011,328.455,2.435,1.615301,0.017237815,0.76824,44.56713336,336.72,2.435,1.615301,0.016014804,0.909644,56.80019562,141.409,0.141409,326805.8274,1238721.656,NA,NA,NA,326833.9026,1238718.987,63.32553,2440,1.7237815,1.6014804,1.223011,2.55571332281733,6.53167058842599,2.44,3.3672
"1784",2158,1208.59,0.071066428,343.299,2518.063,1486.864,17006.483,686.758,0.04038213,350.768,2517.6,1486.607,15797.893,828.176,0.052423193,0.00120859,343.299,2.518063,1.486864,0.017006483,0.686758,40.38212957,350.768,2.5176,1.486864,0.015797893,0.828176,52.4231934,141.441,0.141441,361517.406,1151603.535,NA,NA,NA,361530.7311,1151605.797,720.27966,2551,1.7006483,1.5797893,1.20859,29.0692920093418,845.023737924384,2.551,3.50768
"1785",2068,1088.543,0.069106878,233.37,2056.722,1501.222,15751.587,520.497,0.033044099,238.315,2056.75,1501.222,14663.044,661.926,0.045142468,0.001088543,233.37,2.056722,1.501222,0.015751587,0.520497,33.04409899,238.315,2.05675,1.501222,0.014663044,0.661926,45.14246837,141.46,0.14146,378438.7786,1317378.237,NA,NA,NA,378431.0008,1317380.981,2307.00879,2057,1.5751587,1.4663044,1.088543,93.1070470386854,8668.92220826398,2.057,2.38315
"1786",693,1237.973,0.056894063,361.096,3002.591,1265.558,21759.265,1223.623,0.056234574,369.795,3002.25,1265.366,20521.292,1365.046,0.066518521,0.001237973,361.096,3.002591,1.265558,0.021759265,1.223623,56.2345741,369.795,3.00225,1.265558,0.020521292,1.365046,66.51852135,141.468,0.141468,422714.2226,1306084.64,NA,NA,NA,422691.2811,1306075.225,320.9953,3017,2.1759265,2.0521292,1.237973,12.9548377214015,167.827820387848,3.017,3.69795
